"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32195","test_e2e_purchase[chromium]","tests","2026-06-10","broken","2026-06-10","","test_e2e_purchase","",""
