"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40659","test_e2e_purchase[chromium]","tests","2026-06-09","broken","2026-06-09","","test_e2e_purchase","",""
